#{"t_start": 1786775888.2427084, "env_id": "None"}
r,l,t,cleared_count
2425.835578,720,21502.92302,1371
1444.630391,720,21528.834645,808
3194.760388,720,21561.784331,2278
3418.18899,720,21592.679925,2072
1917.291773,720,21618.320857,1170
1454.707767,720,21645.083501,980
1982.963656,720,21672.706173,1170
3428.05123,720,21704.631371,2071
3225.341227,720,21736.583787,2052
2807.176668,720,21768.013265,1817
2527.657592,720,21800.172225,1705
2016.031252,720,21826.440545,1172
1918.71761,720,21856.140595,1204
2328.653236,720,21882.626719,1357
3238.595304,720,21916.795681,2274
3328.789467,720,21949.932667,2274
1971.53016,720,21976.66406,1170
2474.346824,720,22003.423185,1464
1032.326468,720,22032.747759,1308
3092.87701,720,22063.485122,2005
1824.741381,720,22093.375808,1196
2005.763831,720,22122.583596,1199
2124.885214,720,22148.127821,1150
1720.005883,720,22174.956126,1083
2480.51143,720,22202.424803,1474
3111.931675,720,22233.59409,1903
1961.013699,720,22264.895704,1203
2492.523208,720,22291.599498,1468
2028.595701,720,22318.335999,1172
2740.736006,720,22348.596451,1706
3378.951704,720,22379.75731,2068
2616.786145,720,22410.885882,1695
2701.498006,720,22442.515893,1692
2261.571244,720,22471.4996,1382
2021.632091,720,22498.434112,1172
2980.146514,720,22530.41127,2029
2216.930378,720,22558.274839,1366
2111.516382,720,22584.536034,1147
2005.433883,720,22611.940324,1362
2023.788821,720,22638.158345,1168
3230.058694,720,22668.834315,2060
1733.857829,720,22696.455817,1085
2308.182015,720,22723.269254,1463
2708.516863,720,22755.906409,1716
2432.375374,720,22782.799994,1465
2061.801414,720,22810.165197,1174
1949.819021,720,22838.045575,1354
1770.615936,720,22866.060179,1090
2042.483943,720,22893.444332,1174
3728.970951,720,22927.10144,2497
2115.274677,720,22952.8234,1150
1282.849993,720,22979.925539,798
2157.921101,720,23007.414622,1152
2052.204069,720,23034.502292,1175
3410.171158,720,23065.078311,2279
2149.0466,720,23091.344288,1151
3906.548588,720,23124.157816,2491
3276.233632,720,23153.794649,1857
2390.372271,720,23184.387673,1555
1746.367098,720,23211.567743,1087
2127.33627,720,23238.714787,1151
2837.103415,720,23269.81884,1808
3788.246592,720,23301.731433,2501
2446.717991,720,23329.019199,1472
2883.769147,720,23359.139356,1808
1743.296889,720,23386.452168,1088
2429.284869,720,23417.180225,1541
3244.931701,720,23448.467223,1861
1743.250153,720,23475.043094,1088
2066.693009,720,23501.796874,1173
2702.525523,720,23532.955918,1899
2162.286067,720,23558.213197,1150
2059.573377,720,23585.945108,1174
2469.965679,720,23613.010952,1475
1729.669581,720,23639.197154,1089
1924.234559,720,23669.049595,1254
2714.075862,720,23702.492695,1907
2141.130346,720,23733.114414,1154
2488.623671,720,23764.946351,1703
2217.783641,720,23795.412256,1464
2389.68209,720,23824.154913,1385
1979.170883,720,23851.226846,1176
1540.41847,720,23880.355062,1398
1280.393766,720,23907.36228,807
1289.165335,720,23934.613844,797
2337.67792,720,23965.176985,1384
3100.772108,720,23997.715021,2039
1988.746945,720,24025.141883,1165
2438.599108,720,24052.842607,1469
2019.931073,720,24079.33102,1173
2473.240324,720,24107.177609,1470
2465.032339,720,24134.404945,1476
2052.158608,720,24162.168273,1365
2684.668574,720,24193.912422,1697
2143.662241,720,24220.780673,1149
3257.718889,720,24251.151435,1853
1199.514525,720,24278.226029,803
3022.701441,720,24309.917126,2033
2180.876703,720,24338.486563,1393
2954.125819,720,24370.579325,1813
2677.247167,720,24402.073726,1714
2127.807963,720,24429.491296,1151
2111.611198,720,24457.136619,1392
1723.568114,720,24484.480284,1087
2512.692867,720,24514.484743,1563
2021.19086,720,24541.454405,1171
3511.811631,720,24573.180459,2077
2673.347916,720,24613.786598,1711
2150.612548,720,24641.852334,1151
2015.304756,720,24669.170777,1166
2050.733087,720,24695.408165,1174
1948.600091,720,24725.762998,1199
1675.11974,720,24752.321154,1084
2731.689536,720,24783.000241,1694
2427.811686,720,24812.459251,1469
2062.898404,720,24842.30762,1258
3165.054643,720,24874.294753,1998
3304.759395,720,24912.060921,2290
2324.063539,720,24940.427457,1358
2441.922777,720,24967.059749,1474
2028.571949,720,25018.91034,1172
1982.548519,720,25067.914916,1171
2392.056231,720,25119.081869,1370
2394.440175,720,25176.059765,1542
2027.065186,720,25225.171543,1172
2051.125137,720,25277.400605,1255
1449.238016,720,25329.093483,979
3294.766289,720,25385.042717,2036
2474.66498,720,25425.65134,1470
2161.637745,720,25462.317856,1148
2448.556496,720,25501.50935,1464
3113.014551,720,25545.534461,2006
3135.263488,720,25579.460608,1902
2396.407064,720,25609.471337,1464
1412.945592,720,25637.273647,977
2952.17818,720,25668.247887,1814
2489.340654,720,25694.804726,1467
1490.12786,720,25723.87571,1007
1458.764234,720,25750.591289,808
1549.712033,720,25779.978588,1012
1515.60525,720,25808.877402,1011
2154.995345,720,25835.588558,1151
3842.743554,720,25867.078791,2493
2445.409834,720,25893.513032,1463
2708.225723,720,25923.673171,1706
2154.237065,720,25950.274263,1390
2440.58953,720,25976.148413,1464
2418.366704,720,26003.238126,1464
3125.206053,720,26033.895675,2038
2148.203857,720,26059.12004,1151
3921.464788,720,26090.839709,2498
1168.943423,720,26117.567466,668
2490.120964,720,26144.959048,1475
2730.084271,720,26174.912506,1697
2400.917576,720,26203.739405,1385
1756.46498,720,26231.240476,1087
2799.487889,720,26262.04177,1698
1572.923788,720,26292.460796,1015
2699.248521,720,26323.310044,1710
2972.311491,720,26357.199591,2003
2008.810176,720,26383.232804,1174
2825.403895,720,26415.480396,1895
2508.166171,720,26446.768476,1554
