#{"t_start": 1786737065.7150793, "env_id": "None"}
r,l,t,cleared_count
2329.120495,720,13160.724626,1477
1844.116562,720,13178.289197,973
1167.03789,720,13196.382796,781
2379.514868,720,13214.227314,1523
3640.149741,720,13235.171633,2301
2360.762627,720,13254.835939,1488
2210.794532,720,13272.626078,1520
2435.088566,720,13290.236688,1491
2403.891078,720,13310.806928,1697
3576.703859,720,13332.660475,2463
2110.788516,720,13354.731812,1833
2481.331589,720,13374.696694,1648
2783.45035,720,13395.227525,1700
2437.347698,720,13413.054859,1493
3096.182273,720,13433.800024,2075
2045.037185,720,13450.940059,1193
1836.630554,720,13467.860359,971
2005.593548,720,13485.042332,1191
2374.972387,720,13502.679032,1490
2839.812416,720,13522.925157,1782
1143.515346,720,13540.431167,782
1971.54886,720,13558.197277,1289
2566.100238,720,13578.596958,1693
2030.620011,720,13596.296344,1284
2396.716967,720,13614.09054,1494
2025.49198,720,13631.480908,1191
1184.926111,720,13648.825348,785
2466.18238,720,13667.552194,1495
2702.175328,720,13693.398443,2359
1821.103555,720,13714.051033,970
1223.237084,720,13733.430788,665
1817.649979,720,13752.622275,972
2362.563798,720,13770.455637,1491
3302.989593,720,13790.89895,2064
1801.739991,720,13807.809978,971
3720.885299,720,13828.875785,2413
3289.424554,720,13848.990975,1987
2948.861114,720,13869.300337,1843
1204.859543,720,13886.649488,786
1795.630957,720,13903.682629,972
3262.74638,720,13924.255241,2071
2883.267431,720,13947.726193,2369
2139.770568,720,13965.60743,1521
3391.846237,720,13986.292539,2075
1171.787284,720,14003.672664,783
2839.288529,720,14056.34876,1848
3354.808439,720,14092.288764,1991
1158.825441,720,14121.827038,779
2433.185168,720,14142.941233,1499
2952.258458,720,14166.94204,1946
1815.206426,720,14186.90085,973
2424.142035,720,14208.071569,1494
2213.997745,720,14229.4662,1519
742.636283,720,14250.309334,784
2314.386473,720,14273.30749,1464
2987.430085,720,14297.715495,1949
1812.171887,720,14317.94628,973
2562.526594,720,14341.728027,1698
2137.1119,720,14362.004189,1290
2933.018761,720,14385.450356,1706
2374.10944,720,14406.507514,1494
2067.073801,720,14427.096973,1283
1252.347936,720,14446.915597,671
1272.029277,720,14466.26842,671
2838.162615,720,14489.218422,1696
3316.158533,720,14513.363034,2079
2443.849889,720,14534.296662,1499
2092.832711,720,14554.694699,1287
2451.904614,720,14575.729004,1487
2352.469081,720,14596.410506,1521
2364.776355,720,14617.36841,1520
2204.02977,720,14637.847486,1192
2715.751395,720,14663.134815,1867
1794.641386,720,14684.42963,972
3401.0676,720,14708.193204,1981
1279.691988,720,14727.711372,671
3257.554021,720,14751.778571,2070
2108.36694,720,14772.463522,1286
3379.576486,720,14796.712198,2065
2695.419373,720,14820.145248,1699
1821.642881,720,14839.70112,973
2101.091204,720,14860.448118,1282
983.542402,720,14880.878756,780
3088.198846,720,14904.57955,1848
2465.997794,720,14925.103774,1495
3929.98377,720,14950.001628,2463
2705.430106,720,14974.079739,1695
1839.012203,720,14995.667211,973
2546.458865,720,15015.986331,1485
2495.279853,720,15036.275882,1492
2445.542664,720,15059.932402,1488
1145.278022,720,15083.148265,778
2900.616035,720,15110.622004,1869
2494.273986,720,15134.593885,1519
2455.485357,720,15159.797101,1470
3235.751918,720,15183.557448,2035
3419.800794,720,15207.317515,2064
2218.401925,720,15227.086712,1193
2383.938668,720,15247.670501,1521
2421.203902,720,15268.44068,1492
2403.73602,720,15289.370116,1491
2212.343746,720,15309.264363,1191
2671.765696,720,15333.446845,1680
2492.251818,720,15353.863818,1492
2251.602507,720,15376.929778,1461
1316.864832,720,15397.369251,886
3239.91245,720,15421.719328,2085
2344.188099,720,15442.411463,1522
1821.370638,720,15462.364849,973
2138.364741,720,15482.844437,1289
3056.772522,720,15507.094617,2035
3863.61899,720,15531.053456,2301
2136.410274,720,15551.484752,1290
1330.223903,720,15571.815216,882
3376.126918,720,15595.528132,2071
2144.972857,720,15615.946003,1290
1799.903316,720,15638.790225,1175
1281.953778,720,15658.354726,671
1766.396223,720,15681.774367,1174
1792.615774,720,15704.773293,1178
1778.508892,720,15725.256069,971
3793.805429,720,15750.074626,2409
2124.88214,720,15770.881539,1288
2608.365908,720,15794.575776,1690
2064.524565,720,15815.374682,1292
2127.04374,720,15835.847214,1288
2118.093664,720,15856.612065,1290
3180.298034,720,15882.504709,2083
1783.561325,720,15903.203114,972
3783.546083,720,15927.695691,2412
1523.627278,720,15947.387825,823
1804.789692,720,15968.688906,1513
2766.591279,720,15992.619927,1862
2881.354464,720,16015.677787,1706
1114.677904,720,16036.159569,778
2587.284413,720,16059.643254,1651
1775.189605,720,16082.849721,1177
2505.823756,720,16106.55398,1701
3099.591184,720,16130.323086,2031
2461.691135,720,16150.851428,1499
2969.128032,720,16174.889146,1949
2256.18703,720,16198.832237,1676
3331.784213,720,16223.54641,2297
2472.745981,720,16244.293832,1494
2136.067871,720,16264.657594,1289
2888.624346,720,16287.77543,1704
1137.144938,720,16308.032958,782
