#{"t_start": 1787032373.4694881, "env_id": "None"}
r,l,t,cleared_count
1150.393258,720,12656.42355,661
2230.752319,720,12674.758023,1402
3185.045971,720,12694.352578,2203
1758.432383,720,12709.301185,1208
1804.638524,720,12724.945261,1082
1765.494785,720,12740.25234,1079
1736.390399,720,12755.589947,1079
1828.547847,720,12770.508178,1080
2782.421083,720,12788.631718,2002
2203.648397,720,12806.773529,1400
1098.395103,720,12821.015706,599
1780.300221,720,12836.829513,1236
1373.495581,720,12852.108716,747
2636.929888,720,12875.832915,2309
2574.164129,720,12895.271748,1893
1838.592268,720,12910.545254,1225
2080.95876,720,12926.317645,1132
1973.550759,720,12943.519522,1161
2646.450406,720,12960.91598,1769
1376.917854,720,12976.283645,747
1212.052302,720,12993.358264,787
1783.824254,720,13008.277698,1079
3060.386723,720,13026.585138,1898
1863.424062,720,13041.099872,1203
2281.263178,720,13057.145295,1411
1891.709567,720,13072.398531,1200
3135.068227,720,13089.859937,1973
3126.724955,720,13109.782568,1967
1239.012529,720,13125.066595,788
1905.032679,720,13142.205073,1201
2844.148034,720,13161.762192,1811
2116.231987,720,13176.124995,1132
3100.945086,720,13194.860919,1899
2071.300921,720,13212.600739,1379
1891.926124,720,13229.295511,1209
1209.158825,720,13244.48189,789
2060.62258,720,13258.883257,1132
1094.691031,720,13273.258515,598
3056.574404,720,13292.269636,2343
2901.348529,720,13310.195908,1722
1787.357577,720,13325.316366,1079
1300.077945,720,13340.886729,909
1799.844711,720,13355.524616,1082
2883.054576,720,13373.289243,1731
3097.321562,720,13391.426377,1812
2864.933907,720,13410.167429,1804
2027.809005,720,13427.811466,1374
1776.136333,720,13443.982398,1081
1533.047591,720,13461.24712,935
2098.760881,720,13476.190574,1132
3069.931917,720,13496.362534,2335
2816.21926,720,13516.523436,2307
1773.673584,720,13531.876807,1079
1909.750801,720,13546.5063,1210
2110.507141,720,13562.212493,1132
2625.795951,720,13580.183872,1764
1424.131137,720,13598.509367,935
1424.140805,720,13614.814534,936
1367.000438,720,13630.327066,747
1092.13929,720,13645.231955,782
1659.266688,720,13661.394284,1090
3045.168772,720,13680.468326,1898
1449.857871,720,13697.326062,932
1594.088134,720,13712.766692,1093
1724.035131,720,13727.291713,1078
1953.682404,720,13744.310278,1378
2783.577084,720,13761.554327,1729
2443.960702,720,13781.134246,1895
2306.613157,720,13799.576131,1458
1908.002894,720,13817.436881,1109
1649.697898,720,13833.304976,1077
2687.397365,720,13853.31655,1994
2103.93895,720,13868.724877,1132
1376.468636,720,13887.070439,747
2094.227166,720,13902.399067,1128
1662.405066,720,13919.312337,1076
3017.028954,720,13936.441872,1807
1149.90384,720,13950.654282,785
1878.817525,720,13969.668681,1210
1774.265718,720,13987.510021,1381
1875.412955,720,14004.099885,1206
1627.627867,720,14020.03718,1079
2114.906446,720,14036.014447,1133
1195.079438,720,14051.798985,787
1649.612049,720,14066.719974,1080
3345.392397,720,14085.713698,2206
1416.391073,720,14101.280709,748
1108.654372,720,14116.455223,598
1394.047211,720,14132.258479,748
1770.103742,720,14147.744169,1078
3360.305581,720,14166.93545,2355
1404.346599,720,14181.880769,747
3370.754029,720,14199.290569,2208
2473.13256,720,14217.163064,1478
2188.64616,720,14233.60617,1415
1202.05211,720,14249.075636,787
1404.583084,720,14262.884776,748
2631.907042,720,14281.793118,1783
3484.513898,720,14299.940984,2218
1774.20103,720,14314.764905,1097
2804.054158,720,14331.997876,1807
1157.385143,720,14347.051521,780
2189.645424,720,14366.569302,1412
2568.713058,720,14386.932152,1473
1176.702751,720,14401.953365,788
1774.176948,720,14418.705131,1078
2991.046183,720,14437.640147,1998
1401.583767,720,14452.361134,748
1783.136147,720,14467.506589,1081
1839.036426,720,14483.483902,1096
1218.840118,720,14497.975212,788
1997.410545,720,14514.332852,1161
2899.30034,720,14532.546236,1985
1382.318496,720,14545.298837,747
2017.003866,720,14564.274693,1374
1929.957763,720,14578.997591,1203
1906.398146,720,14596.003656,1115
1843.792689,720,14611.14703,1081
1898.622346,720,14626.721092,1231
1132.499774,720,14640.73348,599
1118.799929,720,14656.092289,599
1931.634601,720,14672.305944,1114
2946.528423,720,14690.438656,1998
1782.426011,720,14704.89484,1078
1998.016807,720,14721.346895,1205
1799.359861,720,14736.394337,1079
1828.46677,720,14752.548971,1096
1843.639657,720,14768.211334,1095
2041.165082,720,14783.981333,1124
2759.430958,720,14802.156608,1897
1387.057387,720,14817.268396,748
2552.15696,720,14837.514511,1483
1091.387622,720,14854.488556,598
2422.491345,720,14874.155086,1991
1928.671944,720,14889.139349,1230
2853.1613,720,14907.767879,1810
2030.817893,720,14926.376055,1387
1398.931983,720,14942.379269,747
1899.803677,720,14959.474872,1226
1186.388946,720,14974.145553,789
2258.752424,720,14991.384773,1411
1811.423897,720,15006.539646,1079
3027.162246,720,15023.482074,1737
2119.994581,720,15041.192836,1375
1367.831727,720,15055.707427,745
1776.444448,720,15071.593932,1081
1755.656042,720,15086.404472,1079
1471.404568,720,15102.867253,933
1174.331611,720,15118.949516,789
2589.771737,720,15137.60808,1893
1772.217128,720,15153.352061,1096
2083.266506,720,15170.926111,1161
2755.241512,720,15190.063942,1773
3162.101733,720,15211.033115,2342
2083.847307,720,15224.558968,1132
1741.240199,720,15240.109538,1091
1784.450253,720,15254.61358,1082
1741.889449,720,15270.566839,1084
2059.057966,720,15285.558636,1132
1978.327985,720,15302.035531,1313
1778.073922,720,15317.751489,1080
2048.145442,720,15335.413907,1161
1306.425433,720,15351.01349,905
2911.383221,720,15369.121005,1992
1748.850707,720,15385.428961,1097
1380.572583,720,15399.28764,747
1987.037525,720,15415.158904,1211
2857.557673,720,15432.087226,1772
3045.152882,720,15449.862382,1895
2006.419518,720,15464.306119,1208
1360.188614,720,15479.468379,908
2820.226311,720,15498.760798,1810
1999.49461,720,15514.817803,1209
849.231305,720,15532.483995,629
1126.831106,720,15546.710405,598
974.074986,720,15565.029514,627
980.284066,720,15580.777025,626
1400.896476,720,15595.405151,747
3480.234715,720,15614.964563,2217
2022.487288,720,15630.930395,1208
2005.503336,720,15649.457906,1380
1978.923407,720,15665.22548,1234
1989.970058,720,15680.732275,1207
1966.853578,720,15696.292617,1205
2894.339014,720,15714.489736,1993
1400.413896,720,15728.766999,748
3438.435865,720,15747.554282,2215
1138.847092,720,15761.515826,659
1724.366075,720,15777.449471,1097
2803.327307,720,15795.692741,1894
1932.17568,720,15814.30462,1115
1145.745139,720,15830.945136,787
2302.591008,720,15851.27035,1450
980.759214,720,15867.93278,630
2056.001251,720,15886.100262,1383
2721.883408,720,15904.633394,1764
1801.004989,720,15920.219785,1084
2993.116284,720,15938.637923,2003
