#{"t_start": 1786077211.5311282, "env_id": "None"}
r,l,t
-1.0,144,899.330824
-0.2,144,900.125464
-0.6,144,900.892234
-0.6,144,901.561396
-1.2,144,902.217567
-0.2,144,903.006742
-0.2,144,903.811277
-0.2,144,904.498186
-0.6,144,905.307655
-0.6,144,906.085874
-0.6,144,906.82013
-0.2,144,907.477614
-0.2,144,908.286949
-0.2,144,909.106802
-1.0,144,909.769935
-0.2,144,910.543329
-0.6,144,911.332857
-0.6,144,912.101994
-0.4,144,912.755061
-0.2,144,913.579799
-0.8,144,914.39155
-0.2,144,915.04838
-0.2,144,915.81379
-0.6,144,916.589596
-0.2,144,917.359554
-0.2,144,917.995558
-0.2,144,918.79251
-0.2,144,919.628569
-0.2,144,920.328848
-0.6,144,920.996536
-0.2,144,921.788333
-0.4,144,922.577731
-0.6,144,923.238905
-0.2,144,924.052874
-0.2,144,924.84483
-0.2,144,925.607228
-1.4,144,926.260808
-0.2,144,927.044685
-0.6,144,927.823874
-0.6,144,928.444355
-0.8,144,929.25209
-0.4,144,930.06953
-1.6,144,930.868218
-0.4,144,931.500863
-0.2,144,932.276683
-1.0,144,933.052915
-0.8,144,933.932084
-0.2,144,934.762699
-0.2,144,935.602951
-0.2,144,936.393872
-0.2,144,937.04508
-0.2,144,937.842604
-0.6,144,938.642126
-0.8,144,939.358432
-0.2,144,940.057152
-0.8,144,940.876724
-0.2,144,941.661378
-0.4,144,942.282405
-0.2,144,943.072599
-1.0,144,943.886119
-0.2,144,944.623939
-0.2,144,945.270294
-0.2,144,946.096125
-1.0,144,946.911757
-0.2,144,947.573826
-0.8,144,948.371525
-0.2,144,949.181179
-0.2,144,949.973139
-0.4,144,950.667108
-0.2,144,951.496543
-0.6,144,952.307381
-0.4,144,952.952734
-0.2,144,953.765207
-0.6,144,954.559249
