#{"t_start": 1786480422.497421, "env_id": "None"}
r,l,t
-73.69361,144,890.663856
-70.74964,144,894.609441
-77.35813,144,894.609479
-79.64347,144,898.608119
-79.98844,144,898.608156
-72.756226,144,902.643455
-61.804306,144,902.643493
-92.767075,144,906.709825
-66.15336,144,906.709862
-79.19325,144,910.778405
-74.65578,144,910.778442
-77.80566,144,914.828676
-66.49043,144,914.828717
-54.21733,144,918.838085
-68.862526,144,918.83812
-70.69074,144,922.843753
-66.78021,144,922.843787
-67.24519,144,926.860182
-81.161644,144,926.860218
-56.31743,144,930.858265
-68.386734,144,930.8583
-91.61652,144,934.875758
-72.86163,144,934.875793
-71.11648,144,938.919872
-89.91511,144,938.919906
-59.115948,144,942.95267
-72.25124,144,942.952705
-55.65143,144,946.980338
-69.487144,144,946.980372
-58.564823,144,950.968436
-64.666626,144,950.968473
-64.32874,144,954.958005
-52.572834,144,954.958041
-83.015335,144,958.969398
-73.937,144,958.969437
-77.69133,144,962.958193
-71.050606,144,962.958228
-65.48749,144,967.448405
-74.64333,144,967.448438
-54.73378,144,971.377208
-73.16231,144,971.377246
-74.55893,144,975.43029
-79.50295,144,975.430329
-69.59782,144,979.423506
-71.85867,144,979.423545
-59.54059,144,983.465438
-65.01458,144,983.465472
-66.56259,144,987.454488
-73.50828,144,987.454522
-56.71244,144,991.469294
-78.49485,144,991.469329
-57.57775,144,995.418719
-59.258076,144,995.418755
-74.7545,144,999.523186
-58.768894,144,999.523229
-75.52514,144,1003.50724
-62.90056,144,1003.507275
-82.24282,144,1007.56473
-71.561134,144,1007.564765
-62.536148,144,1011.614564
-76.59596,144,1011.6146
-69.53647,144,1015.646291
-71.18578,144,1015.646332
-89.38516,144,1019.665438
-74.2697,144,1019.665475
-77.2764,144,1023.747154
-116.20004,144,1023.747188
-57.01567,144,1027.753646
-54.794933,144,1027.753682
-83.028694,144,1031.781943
-64.97266,144,1031.781978
-75.00911,144,1035.795049
-71.029144,144,1035.795086
-67.14201,144,1040.332243
-64.52484,144,1040.332278
-77.09096,144,1044.293785
-63.01547,144,1044.293823
-100.37767,144,1048.820165
-56.431305,144,1048.820201
-63.6895,144,1053.230247
-66.7386,144,1053.23028
-68.328384,144,1057.235848
-61.02308,144,1057.235884
-69.513626,144,1061.304495
-67.62003,144,1061.30453
-70.19136,144,1065.364394
-67.92686,144,1065.364431
-83.48925,144,1069.919792
-57.98891,144,1069.919825
-58.938557,144,1073.83106
-62.12818,144,1073.831099
-60.331802,144,1077.843761
-67.980255,144,1077.843794
-94.05024,144,1081.850319
-74.73193,144,1081.850353
-66.05283,144,1085.865628
-60.900753,144,1085.86567
-59.58988,144,1089.877731
-77.40136,144,1089.877766
-70.26154,144,1093.891314
-68.50084,144,1093.891349
-63.160564,144,1097.926202
-71.734055,144,1097.92624
-66.68407,144,1101.981983
-76.293304,144,1101.98202
-77.82533,144,1105.960697
-67.01559,144,1105.960735
-55.72732,144,1109.951352
-74.92162,144,1109.951387
-70.46034,144,1113.926532
-69.36117,144,1113.926567
-62.294647,144,1117.953394
-72.57849,144,1117.953429
-80.23291,144,1122.017044
-106.56474,144,1122.017082
-71.99432,144,1126.035448
-64.56411,144,1126.035485
-76.62882,144,1130.094211
-85.36521,144,1130.094248
-61.913395,144,1134.097278
-70.567474,144,1134.097314
-66.92426,144,1138.111473
-74.4589,144,1138.111509
-61.768536,144,1142.120676
-58.877052,144,1142.120717
-89.74601,144,1146.151669
-72.8756,144,1146.151705
-63.388134,144,1150.147934
-77.95958,144,1150.14797
-62.772503,144,1154.155028
-63.68882,144,1154.155066
-59.13385,144,1158.18934
-74.96748,144,1158.189375
-71.2651,144,1162.186893
-63.930412,144,1162.186933
-65.316765,144,1166.178853
-66.276924,144,1166.178889
-57.566113,144,1170.186559
-67.71487,144,1170.186595
-63.483093,144,1174.177059
-65.2033,144,1174.177094
-53.64169,144,1178.241989
-88.51678,144,1178.242028
-65.9616,144,1182.254812
-63.49397,144,1182.25485
-60.322212,144,1186.270347
-66.15613,144,1186.270385
-66.340935,144,1190.377712
-56.694233,144,1190.377748
-72.60606,144,1194.429647
-76.457886,144,1194.429683
-85.29914,144,1198.487886
-61.0808,144,1198.487922
-65.86155,144,1202.520131
-64.48269,144,1202.520167
-56.63105,144,1206.988159
-59.762447,144,1206.988193
-67.12947,144,1210.928762
-65.72889,144,1210.928799
-74.913025,144,1214.968155
-63.340992,144,1214.96819
-62.898758,144,1218.963579
-60.547237,144,1218.963614
-78.79751,144,1223.493562
-78.88172,144,1223.493594
-86.7188,144,1227.456094
-59.140835,144,1227.456126
-67.61292,144,1231.455415
-58.664288,144,1231.455451
-63.142937,144,1235.483325
-80.61115,144,1235.483358
-58.914917,144,1239.53663
-80.87496,144,1239.536664
-87.5312,144,1243.513236
-53.82027,144,1243.513268
-75.43033,144,1247.564717
-68.06963,144,1247.564752
-73.8716,144,1251.641004
-76.380325,144,1251.64104
-82.24561,144,1255.682763
-60.060223,144,1255.682801
-68.340576,144,1259.755583
-57.586987,144,1259.75562
-63.758766,144,1263.811507
-57.875633,144,1263.811543
-56.01953,144,1267.837178
-65.508896,144,1267.837214
-55.46038,144,1271.843188
-57.01601,144,1271.843224
-78.06282,144,1275.899967
-62.82431,144,1275.900008
-48.438354,144,1279.898
-66.3705,144,1279.898031
-87.27833,144,1283.924056
-72.97824,144,1283.924091
-93.16464,144,1287.979465
-73.33472,144,1287.979505
-87.294754,144,1292.019726
-70.970505,144,1292.019762
-66.98803,144,1295.999157
-60.309277,144,1295.999198
-71.196625,144,1300.018655
-60.94298,144,1300.018692
-64.11418,144,1304.053167
-54.75064,144,1304.053203
-89.07185,144,1308.099214
-81.36601,144,1308.099251
-73.53744,144,1312.101415
-64.90376,144,1312.101512
-105.877754,144,1316.130651
-59.79712,144,1316.130693
-76.97981,144,1320.125754
-68.30533,144,1320.125787
-54.666927,144,1324.127317
-71.08079,144,1324.127357
-65.60328,144,1328.164196
-75.37507,144,1328.16423
-65.077644,144,1332.166916
-68.11758,144,1332.166953
-54.285065,144,1336.230133
-68.717545,144,1336.230167
-76.0153,144,1340.288054
-69.56578,144,1340.28809
-65.03683,144,1344.4446
-60.86332,144,1344.444632
-58.93967,144,1348.427525
-59.3205,144,1348.427559
-69.20967,144,1352.489357
-78.00045,144,1352.489395
-81.24176,144,1356.614164
-86.64892,144,1356.614199
-54.965202,144,1360.642356
-63.877327,144,1360.642395
-89.27896,144,1364.653445
-56.2451,144,1364.653479
-56.851593,144,1368.668398
-61.888412,144,1368.668434
-64.01724,144,1372.684885
-80.74709,144,1372.684924
-68.87273,144,1376.692605
-57.881226,144,1376.692641
-66.537476,144,1380.670306
-55.279613,144,1380.670342
-69.60414,144,1384.682721
-65.95498,144,1384.682757
-56.502583,144,1388.768061
-65.76811,144,1388.768095
-120.49301,144,1392.876922
-76.09223,144,1392.876959
-62.0114,144,1396.878789
-63.83268,144,1396.878823
-76.25371,144,1401.443086
-67.10457,144,1401.443116
-80.632355,144,1405.445017
-67.168625,144,1405.445055
-81.95119,144,1409.996531
-75.08625,144,1409.996563
-67.85939,144,1413.93302
-77.2454,144,1413.933054
-64.045555,144,1417.925655
-54.99395,144,1417.925691
-77.597466,144,1421.956449
-74.613464,144,1421.956484
-61.382122,144,1426.008917
-74.53282,144,1426.008955
-70.78991,144,1430.032026
-75.64043,144,1430.032059
-70.02103,144,1434.017877
-62.78026,144,1434.017916
-61.24841,144,1438.057606
-72.56445,144,1438.057638
-69.2335,144,1442.063193
-69.62724,144,1442.063228
-57.902233,144,1446.072041
-61.287746,144,1446.072077
-73.75929,144,1450.105997
-66.28058,144,1450.106035
-77.62004,144,1454.645095
-82.73013,144,1454.64513
-68.60958,144,1458.679632
-78.08401,144,1458.679668
